id,date,ticker,tweet,Open,High,Low,close,Adj Close,Volume
100025,2020-01-03,TSLA,$TSLA Ignore the clowns and bears!  Marvelous opportunity awaits the longterm bulls!🤡🐻,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800
100026,2020-01-03,GOOGL,$GOOGL good thing I loaded up on puts 🥱,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800
100027,2020-01-03,AAPL,"$AAPL $1,000 by the end of January 😂",74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800
100028,2020-01-06,AAPL,$AAPL it’s just too funny and easy to laugh at bears at this point. Why don’t you guys do something useful like find a good job so you can afford to buy Apple instead of just posting jealous hate and looking like a 🤡,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200
100029,2020-01-06,AAPL,"$AAPL once hits 300 today, needs another 100 points to reach 400 like that smart gentleman said on CNBC this am 👍🏽",73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200
100030,2020-01-06,AMZN,$AMZN I hope we can come close to touching 2000 either tomorrow or Wednesday 😭,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200
100031,2020-01-06,TSLA,"$TSLA  Squeal like a pig, Chanos! Squeal like a pig!! 🐖",73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200
100032,2020-01-06,NFLX,$NFLX 🔥🔥🔥✈️ 336 test to possibly test 340s tomorrow / ALL DAY mentions since open 😎⭐️,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200
100033,2020-01-06,TSLA,$TSLA shorts thought they are making a quick and easy bet.....hahhaha 🖕,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200
100034,2020-01-06,TSLA,$TSLA if you had only listened bears... 🤦🏻‍♂️,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200
100035,2020-01-06,TSLA,Once again $TSLA keeps roasting the shorts🔥📈,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200
100036,2020-01-07,TSLA,$TSLA BUT BUTT WW3? 😢 Screw the sink this stock has had the whole house thrown at it and still goes up. You bears are real 🤡 s,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100037,2020-01-07,TSLA,$TSLA Congratulations to Elon and SpaceX for another successful drone ship landing. ...the man is in the zone!! 🚀,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100038,2020-01-07,FB,"$FB Finally gapped up. Took a year and half to do it, but f’ck it feels good. Long and strong 💪🏼. Let’s keep this train moving. Still has some more to go before I’ll even consider selling my calls of any of my shares.",74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100039,2020-01-07,TSLA,$TSLA these bears constantly post old a$$ pics of crashed Tesla’s hahahahaha. Have you not learned yet I’m pretty sure your account learned by now 😜🔥 🚀 Hope you readyyyy for what’s next 😉,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100040,2020-01-07,TSLA,$TSLA Top of the channel $485 believe it 💰,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100041,2020-01-07,TSLA,$TSLA wow jpm with a whole $20 😂😂😂,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100042,2020-01-07,DIS,"$DIS Just keep falling, just keep falling, just keep falling falling falling. What does DIS do all month? Falling falling falling 😂
-Dory",74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100043,2020-01-07,AAPL,$AAPL Bears & Shorts Later Today 😂😂😂,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100044,2020-01-07,TSLA,$TSLA head fake w more short covering. 👑,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100045,2020-01-07,BA,$BA  Stocks usually look bearish until they don’t lol. BA BA BOOM 🤯,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100046,2020-01-07,WMT,I would of thought $WMT would have got hit a little harder with that 54.6 million dollar lawsuit they just lost for not paying their drivers. 😯,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100047,2020-01-07,TSLA,"$TSLA bears 🐻 I say, you really do have some good points, and you’re right this may pull back, but why would you get in front of this right now? Or over the last month? There’s other opportunities out there even for your hateful selves",74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100048,2020-01-07,TSLA,$TSLA $470 by open tomorrow. Get your electric rocket ships ready we going to the moon 🔌🚀,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100049,2020-01-07,TSLA,$TSLA have only 2000$ im not going far with this at this point 🤔,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100050,2020-01-07,TSLA,$TSLA man I can't wait till the day Tesla start paying out dividends... once that announcement happens the stock will explode before the Ex-date 💪💪🏿,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100051,2020-01-07,FB,$FB stop selling!! My $215 weekly calls are getting wrecked! 😒,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100052,2020-01-07,TSLA,$TSLA should i do a search of all the “mark this post” from the bear shorts that have been fried the last month? 🤡,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100053,2020-01-07,AMZN,$AMZN CONGRATS TO ALL THE LONG - there were some trying times but our patience IS being rewarded- lots more to come 🙏🏽,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100054,2020-01-07,TSLA,$TSLA we’ll it’s not &BYND mane it’s not too late to buy 🤦🏽‍♂️ just maybe,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100055,2020-01-07,TSLA,"$TSLA yep, especially put buyers and call chasers oof 😂😂😂🐷",74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100056,2020-01-07,AAPL,$AAPL who is ready to open tomorrow  at $290. It’s time 🐷,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100057,2020-01-07,AAPL,$AAPL Green by morning my ass!! Y’all should have taken profits 😂🤦🏻‍♂️👀🍎,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000
100058,2020-01-08,AAPL,$AAPL buy 300 call easy money 🤣🤣🤣🤣🤣🤣🤣🤣,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100059,2020-01-08,AAPL,$AAPL maybe dan Ives at Wedbush can reimburse all you chasers for your losses. Or maybe not 😂😂,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100060,2020-01-08,TSLA,$TSLA another target raised to $556 wow. When the dust settles this will 🔥 🚀  😉,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100061,2020-01-08,TSLA,$TSLA if this takes a big dip tomorrow morning I’m closing all my hedges and rolling my $525k of sub $300 strike Jan 17 calls up to $400+ strike calls... bring it on 🐻,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100062,2020-01-08,TSLA,$TSLA wow it's great to wake up to this! This is going to open at 475 and maybe hit 500 today!!! 😍🙃,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100063,2020-01-08,TSLA,"$TSLA Bullish AF to the mewn, but that 15 point bubble-pop drop last night was not a good feeling while holding calls 🤢🤮 *bork*",74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100064,2020-01-08,DIS,"$DIS small piece of advice, if you’re long calls, turning them into spreads before close really helps reduce risk. Then you can close the short leg out in the morning, usually for a profit when things are starting to look bullish again 😁",74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100065,2020-01-08,TSLA,"$TSLA Oh yeah, was that yesterday? 30 point run. 🚀 Give me $489!",74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100066,2020-01-08,TSLA,"$TSLA I just took profits and resized my position a few days ago, soon I’ll be doing it again. 🚀",74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100067,2020-01-08,AAPL,$AAPL with all time highs again the market seems to enjoy war very much🤔,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100068,2020-01-08,TSLA,$TSLA Bwahahaha there isn’t a thing capable of stopping this train 🥳,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100069,2020-01-08,TSLA,$TSLA who’s making tendies 👀 missed this run,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100070,2020-01-08,AAPL,$AAPL short term 🐻 people need to pull some off the table with all uncertainty floating around. This is just dicey,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100071,2020-01-08,TSLA,$TSLA people seem to have forgotten about the energy business👀,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100072,2020-01-08,TSLA,"$TSLA i thought $500 by end of week, not middle of week 🤣🤣",74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100073,2020-01-08,AAPL,$AAPL What makes bulls believe that Terrorist will stop 🛑 launching rockets 🧨,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100074,2020-01-08,TSLA,$TSLA grabbed a $500 call and flipped it for over 100%. Paid for my loser put and then some. Rolled over to a $515. Let’s keep the party going. 🚀🌙,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100075,2020-01-08,TSLA,$TSLA remember this? Now it seems like a distant memory... 2 weeks ago 😁,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100076,2020-01-08,TSLA,$TSLA bunch of cocaine and two chicks at the same time 📈💸,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100077,2020-01-08,AAPL,$AAPL hahaha many bears buying put/sell. Strong strong but we wanna see 305 before close hahaha🤣💯👆💹💵,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100078,2020-01-08,TSM,$TSM ...we will definitely close at $59 today.😎,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100079,2020-01-08,BABA,"$BABA yeez guys, dont sell off now ... this dragon has just started to fly 💸💸💸💸💸",74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100080,2020-01-08,DIS,$DIS Since July 2019 DIS has gone up 0% I’m guessing it will continue going sideways 😢,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100081,2020-01-08,TSLA,$TSLA this is WILD. And I’m loving every bit of it 🤑,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100082,2020-01-08,TSLA,$TSLA For years Kind of going nowhere.. Now the most loved company in the world 💵 💵,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200
100083,2020-01-09,TSLA,Tesla shorts waiting on the market to open this morning ...  $TSLA 😍,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100084,2020-01-09,TSLA,$TSLA so happy I don't have to get Elon tatted on me 😂 Tomorrow hit 500+ sweet cheeks 😘,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100085,2020-01-09,TSLA,$TSLA ahh it’s gonna be another good day tomorrow if the futures keep ripping😎🎯,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100086,2020-01-09,TSLA,$TSLA Did Elon do another dance today?..cause I love it when he dances..such a good dancer!😆😉,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100087,2020-01-09,TSLA,$TSLA how I wish I didn't sell at $470! 😳😅,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100088,2020-01-09,AAPL,"$AAPL again, shorts gonna buy put and sells, scared traders gonna take profit and selling shares/calls 😂 if thats gonna happen, BUY THE DIPS! HOLD AND GO LONG! BUY NEW CAR OR WHAT EVER! 👆💯💵🤲💹 End with 310-315 this week end next week",76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100089,2020-01-09,TSLA,$TSLA Little dip to lure them in & then BOOM 💥 $505,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100090,2020-01-09,TSLA,$TSLA Puts the art in fart🚀🚀🚀,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100091,2020-01-09,AAPL,$AAPL time to take a breather 😎,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100092,2020-01-09,TSLA,$TSLA Waiting for that hot & moist reversal 😋,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100093,2020-01-09,TSLA,$TSLA 500+ eod no worries 😉,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100094,2020-01-09,V,$V people Shopped Non stop during the holiday season and now Gas stations in US requires all pumps to upgrade to pay by Credit cards ....Now you can tell where VISA is heading too ...easy 220 🙏🙏🙏🙏🚀🚀🚀🚀🚀🚀❤❤❤❤,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100095,2020-01-09,SBUX,$SBUX following through nicely as shown in yesterday’s tweets. 👍💪🙏🤑,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100096,2020-01-09,AMZN,$AMZN Now it’s moving with the market 😂,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100097,2020-01-09,TSLA,$TSLA who else bought the dip 💰🤑,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100098,2020-01-09,DIS,$DIS down 0.27% pretty much the expected daily return 🤷🏼‍♂️,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100099,2020-01-09,AAPL,$AAPL nice to look at my account today and see my shares up over 100% and climbing. 👏🏻👏🏻,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100100,2020-01-09,SBUX,"$SBUX I drink enough coffee, I’m investing 💪🏼",76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100101,2020-01-09,TSLA,"$TSLA looking like no 470 today, feel good about getting there tomorrow ✌️",76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100102,2020-01-09,FB,$FB VERY NICE GAINS TODAY.... thank you  Gotta run.... can’t be greedy right? GLTA!!!!! Hope you guys get to 220+👍👍👍,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100103,2020-01-09,AAPL,$AAPL Apple is going to keep on Running! Undervalued 🚀🚀🚀,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100104,2020-01-09,FB,$FB looks likes she’s going to run tomorrow she’s lagged and broke out yesterday 👍🏻👍🏻,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100105,2020-01-09,TSLA,$TSLA Funny How Bulls were thinking 500+ then they got a reality check today 😂,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400
100106,2020-01-10,BA,$BA BOEING is a bear proof stock. 😂,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100107,2020-01-10,TSLA,$TSLA The steepening of this move has me licking my chops for some bull 🥩,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100108,2020-01-10,BA,$BA new CEO already cleaning out the dirty laundry—👍🏻 $340,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100109,2020-01-10,NVDA,$NVDA i love when I’m right 🙏🏼 💰💰💰💰💰💰💰💰,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100110,2020-01-10,TSLA,$TSLA reminds me of yesterday’s PM. Just sayin’ 🤷‍♂️,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100111,2020-01-10,TSLA,$TSLA 5 yr Chart! When a stock doubles in less than 2 months it's a good idea to ring the register or get slammed. 💡,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100112,2020-01-10,AAPL,$AAPL thanks bears! ATH. 50% profit on calls overnight 👍🏻👍🏻,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100113,2020-01-10,BA,$BA that email leaked was a huge nothing burger 🤣🤣,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100114,2020-01-10,TSLA,$TSLA good morning longs. How are those purchases near 500 looking now? BAHAHA 😅🤣🤣😅🤣🤣😅😅🤣🤣,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100115,2020-01-10,BA,"$BA about to explode 🚨
Keep shorting please",77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100116,2020-01-10,TSLA,"$TSLA i think in honor of elon... all the bears need to throw out the memes, and we all post our own snaps wearing short shorts 🤪🤡🐻♥️.  on next drop",77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100117,2020-01-10,TSLA,$TSLA is very overvalued. Drops like a rock soon 🤷‍♂️,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100118,2020-01-10,NFLX,$NFLX Morningstar’s fair value estimate is $135 😳,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100119,2020-01-10,TSLA,$TSLA TSLA Puts and AAPL Calls💵👍🏼,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100120,2020-01-10,BA,$BA is there any clown 🤡 than this man,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100121,2020-01-10,AAPL,$AAPL all those called getting burnt 🥵,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100122,2020-01-10,TSLA,$TSLA making money 💰 love to short this pig 🐷,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100123,2020-01-10,TSLA,If your stock needs the CEO to tap dance (instead of actually making a profit) maybe you joined a cult. 🤷‍♂️ $TSLA,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100124,2020-01-10,TSLA,$TSLA ouch 🤕 honestly it will bounce back next week hope I can take a position,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100125,2020-01-10,TSLA,$TSLA Ruh Roh bulls...this is not looking good 😱,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100126,2020-01-10,TSLA,$TSLA Suddenly bulls are not so sure anymore🤔... say hello to $450 sooner than you think,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100127,2020-01-10,DIS,"$DIS So many perma-bulls 🤦‍♂️... wake up, this isn’t moving until earnings.",77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100128,2020-01-10,AAPL,"$AAPL i missed something.. Was whole day off, i couldn't buy anything. But i see bulls are fine! 330+ after earnings! Go short/longterms!  Have a great weekend💵💯🎊",77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800
100132,2020-01-13,AAPL,$AAPL has been undervalued for a long time and they are blowing out all the numbers with the IPhone 11🚀❤️ $320 today or tomorrow .,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100133,2020-01-13,AAPL,$AAPL no need to panic we know where we’re going!😎🥳,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100134,2020-01-13,TSLA,$TSLA too good to be true but $600 After ER💪💪💪💪🚀🚀🚀,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100135,2020-01-13,AAPL,$AAPL Still way undervalued. Looking forward to the next ER! 🤙,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100136,2020-01-13,TSLA,$TSLA i try hard not to laugh at you 🐻,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100137,2020-01-13,TSLA,$TSLA to the fooooookin moon 🚀🚀🚀 i ALMOST feel bad for the bears 😂😂😂,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100138,2020-01-13,TSLA,$TSLA bringing my profile back to life thank you Elon 🧖🏽‍♂️,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100139,2020-01-13,TSLA,$TSLA so which analyst is gonna come out next and upgrade to a buy 😂 imagine a 80% buy rating after earnings 🤯,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100140,2020-01-13,TSLA,$TSLA Big tip in last month!👇👇👇✅,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100141,2020-01-13,BAC,C'mon $BAC my bird needs to eat. I'm running low on laundry detergent and tired of eating canned tuna for the 14th week straight. Give me my money! 💸💸💸,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100142,2020-01-13,TSLA,"$TSLA  just to be fair, this was one of the MANY warnings I gave the bears in the low $200 / high $100 range. 😌",77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100143,2020-01-13,BABA,$BABA excited for HK open today hehehe. Congrats again to all us bulls here 👍 May we continue to be prosperous,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100144,2020-01-13,TSLA,$TSLA And to say I was underwater on Friday is an understatement. Did not know these would be worth 50k in a day. 🤠,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000
100145,2020-01-14,BABA,$BABA bought at $80.   Sell time or run?💸🤑🚀,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
100146,2020-01-14,TSLA,$TSLA Ridiculous. 600 by Friday at this rate 😭,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
100147,2020-01-14,AAPL,$AAPL wow!! unbelievable this thing is trying to reach the stars lol 😆,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
100148,2020-01-14,BABA,$BABA could be some short term hooplah here at the 230's? Anyone's guess!! 😂 Would be nice though to get a wittle dip  🤷,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
100149,2020-01-14,TSLA,"$TSLA Rising strong on China News! Nice!! 
👍💵💵💵",79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
100150,2020-01-14,BA,"$BA designed by 🤡 supervised by 🐒’s... I’m a Boeing fan, but this needs a flush to 260 before it can heal.",79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
100151,2020-01-14,TSLA,$TSLA looking at my inflated account like the wheels on a  Tesla mobile...🤗,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
100152,2020-01-14,AMZN,"$AMZN dec. 24th, 31st, and Jan 7th were all gap up days...last 3Tuesdays....let’s hope today is the 4th 🤞🏻📈",79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
100153,2020-01-14,TSLA,$TSLA That's right Cramer keep pumping I love it🥰🥰🥰🥰🥰,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400
